idinmueble,cct1,cct2,cct3,cct4,inmueble,principal,alcaldia,coord_x,coord_y,matricula_siieweb,matricula_911,matricula_base_2024_2025,fuente_matricula_base,nivel_proyeccion,participacion_grupo,tasa_ajustada_pct,estado_proyeccion,CVEGEO_AGEB,CVE_MUN,CVE_AGEB,mat_2024_2025,mat_2035_2036,crecimiento_2024_2025_a_2025_2026_pct,crecimiento_2025_2026_a_2026_2027_pct,crecimiento_2026_2027_a_2027_2028_pct,crecimiento_2027_2028_a_2028_2029_pct,crecimiento_2028_2029_a_2029_2030_pct,crecimiento_2029_2030_a_2030_2031_pct,crecimiento_2030_2031_a_2031_2032_pct,crecimiento_2031_2032_a_2032_2033_pct,crecimiento_2032_2033_a_2033_2034_pct,crecimiento_2033_2034_a_2034_2035_pct,crecimiento_2034_2035_a_2035_2036_pct,cambio_absoluto_2024_2025_a_2035_2036,crecimiento_acumulado_2024_2025_a_2035_2036_pct,tasa_media_anual_pct,tendencia_general,observaciones
880018,09DPR1850V,,,,CLUB DE LEONES NUMERO 4,Primaria,Álvaro Obregón,-99.201808,19.371081,483,487,487,911,Primaria,0.012515419407894737,-2.355,OK,0901000010614,010,0614,653,503,-2.2971,-2.3511,-2.4077,-2.3026,-2.3569,-2.4138,-2.2968,-2.3508,-2.4074,-2.277,-2.3301,-150.0,-22.9709,-2.3447,Disminución,Diferencia entre SIIEWeb (483) y Estadística 911 (487); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800019,09DPR1920Z,09DPR1915O,,,DOCTOR PORFIRIO PARRA,Primaria,Álvaro Obregón,-99.194615,19.344925,245,303,303,911,Primaria,0.007786800986842105,-2.355,OK,0901000011129,010,1129,406,313,-2.2167,-2.267,-2.5773,-2.1164,-2.4324,-2.4931,-2.2727,-2.3256,-2.381,-2.439,-2.1875,-93.0,-22.9064,-2.3373,Disminución,Diferencia entre SIIEWeb (245) y Estadística 911 (303); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
880020,09DJN3000S,,,,"LABORATORIO PEDAGÓGICO ""LAURO AGUIRRE"" ANEXO A LA ENMJN",Preescolar,Álvaro Obregón,-99.186306,19.360887,132,142,142,911,Preescolar,0.01635756249280037,-3.5666,OK,0901000010987,010,0987,250,167,-3.6,-3.7344,-3.4483,-3.5714,-3.7037,-3.3654,-3.4826,-3.6082,-3.7433,-3.3333,-4.023,-83.0,-33.2,-3.6014,Disminución,Diferencia entre SIIEWeb (132) y Estadística 911 (142); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800021,09DST0011F,09DST0011F,,,ESCUELA SECUNDARIA TÉCNICA 11,Secundaria,Álvaro Obregón,-99.198628,19.340748,1259,1338,1338,911,Secundaria,0.06645475315386908,-1.9139,OK,0901000011190,010,1190,1803,1457,-1.9412,-1.9231,-1.9031,-1.94,-1.8585,-1.9548,-1.8692,-1.9683,-1.8782,-1.9142,-1.9515,-346.0,-19.1902,-1.9184,Disminución,Diferencia entre SIIEWeb (1259) y Estadística 911 (1338); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800022,09DST0117Z,,,,ESCUELA SECUNDARIA TÉCNICA 117,Secundaria,Álvaro Obregón,-99.237717,19.36231,373,409,409,911,Secundaria,0.02031389689083143,-1.9139,OK,0901000011627,010,1627,551,445,-1.8149,-2.0333,-1.8868,-1.9231,-1.9608,-1.8,-2.0367,-1.8711,-1.9068,-1.9438,-1.9824,-106.0,-19.2377,-1.9236,Disminución,Diferencia entre SIIEWeb (373) y Estadística 911 (409); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800023,09DST0021M,,,,ESCUELA SECUNDARIA TÉCNICA 21,Secundaria,Álvaro Obregón,-99.198864,19.377604,682,705,705,911,Secundaria,0.0350153968411642,-1.9139,OK,0901000010510,010,0510,950,768,-1.8947,-1.9313,-1.9694,-1.8973,-1.934,-1.8561,-1.8913,-1.9277,-1.9656,-1.8797,-1.9157,-182.0,-19.1579,-1.9148,Disminución,Diferencia entre SIIEWeb (682) y Estadística 911 (705); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800024,09DST0068G,,,,ESCUELA SECUNDARIA TÉCNICA 68,Secundaria,Álvaro Obregón,-99.272474,19.334371,785,807,807,911,Secundaria,0.040081454256481575,-1.9139,OK,0901000011330,010,1330,1087,879,-1.9319,-1.8762,-1.912,-1.9493,-1.8887,-1.925,-1.8595,-1.8947,-1.9313,-1.9694,-1.8973,-208.0,-19.1352,-1.9123,Disminución,Diferencia entre SIIEWeb (785) y Estadística 911 (807); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800025,09DPR0143L,,,,ESPERANZA VILLASANA HEREDIA,Primaria,Álvaro Obregón,-99.201392,19.39133,325,328,328,911,Primaria,0.008429276315789474,-2.355,OK,0901000011805,010,1805,440,339,-2.2727,-2.3256,-2.381,-2.439,-2.25,-2.5575,-2.3622,-2.1505,-2.4725,-2.2535,-2.3055,-101.0,-22.9545,-2.3428,Disminución,Diferencia entre SIIEWeb (325) y Estadística 911 (328); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800026,09DJN1084C,,,,ESTANCIA JARDIN INFANTIL NO. 17 D.I.F,Preescolar,Álvaro Obregón,-99.191135,19.3449,53,63,63,911,Preescolar,0.007257228429904389,-3.5666,OK,0901000011203,010,1203,111,74,-3.6036,-3.7383,-3.8835,-3.0303,-4.1667,-3.2609,-3.3708,-3.4884,-3.6145,-3.75,-3.8961,-37.0,-33.3333,-3.6189,Disminución,Diferencia entre SIIEWeb (53) y Estadística 911 (63); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800027,09DPR2239L,09DPR2240A,,,FRANCISCO GABILONDO SOLER,Primaria,Álvaro Obregón,-99.210329,19.358987,238,253,253,911,Primaria,0.0065018503289473685,-2.355,OK,0901000010949,010,0949,339,261,-2.3599,-2.1148,-2.4691,-2.2152,-2.589,-2.3256,-2.381,-2.0906,-2.4911,-2.5547,-2.2472,-78.0,-23.0088,-2.3491,Disminución,Diferencia entre SIIEWeb (238) y Estadística 911 (253); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800028,09DPR1895R,,,,GASPAR MELCHOR DE JOVELLANOS,Primaria,Álvaro Obregón,-99.200009,19.346186,216,220,220,911,Primaria,0.005653782894736842,-2.355,OK,090100001110A,010,110A,295,227,-2.3729,-2.4306,-2.1352,-2.5455,-2.2388,-2.2901,-2.3438,-2.4,-2.459,-2.1008,-2.5751,-68.0,-23.0508,-2.3539,Disminución,Diferencia entre SIIEWeb (216) y Estadística 911 (220); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800029,09DPR1750W,,,,GENERAL ANTONIO ROSALES,Primaria,Álvaro Obregón,-99.246043,19.378969,357,364,364,911,Primaria,0.009354440789473685,-2.355,OK,0901000011472,010,1472,488,376,-2.2541,-2.3061,-2.3605,-2.4176,-2.4775,-2.3095,-2.3641,-2.1792,-2.4752,-2.2843,-2.3377,-112.0,-22.9508,-2.3424,Disminución,Diferencia entre SIIEWeb (357) y Estadística 911 (364); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800030,09DPR1931F,,,,GRAL. JUAN N. ÁLVAREZ,Primaria,Coyoacán,-99.176051,19.337149,189,211,211,911,Primaria,0.005422491776315789,-2.355,OK,0900300010272,003,0272,283,218,-2.4735,-2.1739,-2.2222,-2.6515,-2.3346,-2.3904,-2.0408,-2.5,-2.5641,-2.193,-2.2422,-65.0,-22.9682,-2.3444,Disminución,Diferencia entre SIIEWeb (189) y Estadística 911 (211); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800031,09DPR1934C,,,,GRAL. JUAN N. ÁLVAREZ,Primaria,Álvaro Obregón,-99.201257,19.334569,154,179,179,911,Primaria,0.004600123355263158,-2.355,OK,0901000011237,010,1237,240,185,-2.5,-2.1368,-2.1834,-2.6786,-2.2936,-2.3474,-2.4038,-2.4631,-2.0202,-2.5773,-2.1164,-55.0,-22.9167,-2.3384,Disminución,Diferencia entre SIIEWeb (154) y Estadística 911 (179); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800032,09DPR1477F,09DBN0065Z,,,GUADALUPE VICTORIA,Primaria,Benito Juárez,-99.16684,19.359685,425,498,498,911,Primaria,0.012798108552631578,-2.355,OK,0901400010967,014,0967,668,514,-2.3952,-2.3006,-2.3548,-2.4116,-2.3064,-2.3609,-2.418,-2.3009,-2.3551,-2.4119,-2.2814,-154.0,-23.0539,-2.3543,Disminución,Diferencia entre SIIEWeb (425) y Estadística 911 (498); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800033,09DPR2117A,09DPR5016X,,,JOSÉ MARIA TAPIA FREYDING,Primaria,Álvaro Obregón,-99.25445,19.357039,534,555,555,911,Primaria,0.014262952302631578,-2.355,OK,090100001231A,010,231A,745,573,-2.4161,-2.3384,-2.3944,-2.3088,-2.3634,-2.4206,-2.3256,-2.381,-2.2764,-2.3295,-2.385,-172.0,-23.0872,-2.3581,Disminución,Diferencia entre SIIEWeb (534) y Estadística 911 (555); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800034,09DPR2122M,09DPR2121N,,,HEROES DE LA NAVAL,Primaria,Álvaro Obregón,-99.20359,19.375119,250,256,256,911,Primaria,0.006578947368421052,-2.355,OK,0901000010493,010,0493,343,264,-2.3324,-2.3881,-2.1407,-2.5,-2.2436,-2.2951,-2.349,-2.4055,-2.4648,-2.1661,-2.583,-79.0,-23.0321,-2.3517,Disminución,Diferencia entre SIIEWeb (250) y Estadística 911 (256); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800035,09DPR1834D,,,,IGNACIO LÓPEZ RAYON,Primaria,Álvaro Obregón,-99.194078,19.397738,223,272,272,911,Primaria,0.0069901315789473685,-2.355,OK,0901000010065,010,0065,365,281,-2.4658,-2.2472,-2.2989,-2.3529,-2.4096,-2.4691,-2.2152,-2.2654,-2.649,-2.381,-2.0906,-84.0,-23.0137,-2.3496,Disminución,Diferencia entre SIIEWeb (223) y Estadística 911 (272); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800036,09DES0279S,09DES4279T,,,JOHN DEWEY,Secundaria,Álvaro Obregón,-99.260173,19.32464,1083,1105,1105,911,Secundaria,0.054882288665938216,-1.9139,OK,090100001167A,010,167A,1489,1204,-1.9476,-1.9178,-1.8855,-1.9217,-1.8868,-1.9231,-1.9608,-1.8462,-1.9592,-1.9185,-1.8745,-285.0,-19.1404,-1.9129,Disminución,Diferencia entre SIIEWeb (1083) y Estadística 911 (1105); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800037,09DPR1832F,,,,JOSÉ AGUSTIN RAMIREZ ALTAMIRANO,Primaria,Álvaro Obregón,-99.207518,19.388184,413,453,453,911,Primaria,0.011641652960526315,-2.355,OK,0901000010262,010,0262,608,468,-2.4671,-2.3609,-2.2453,-2.4735,-2.3551,-2.2263,-2.4668,-2.3346,-2.3904,-2.2449,-2.2965,-140.0,-23.0263,-2.3511,Disminución,Diferencia entre SIIEWeb (413) y Estadística 911 (453); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800038,09DPR1823Y,09DPR1824X,,,JOSÉ OJEDA GARDUÑO,Primaria,Álvaro Obregón,-99.214166,19.387467,417,430,430,911,Primaria,0.011050575657894737,-2.355,OK,0901000010173,010,0173,577,444,-2.4263,-2.3091,-2.3636,-2.4209,-2.2901,-2.3438,-2.4,-2.2541,-2.3061,-2.3605,-2.4176,-133.0,-23.0503,-2.3538,Disminución,Diferencia entre SIIEWeb (417) y Estadística 911 (430); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800039,09DPR0878U,,,,JOSEFINA RODRIGUEZ SOLIS GUDIÑO,Primaria,Álvaro Obregón,-99.203409,19.380727,284,301,301,911,Primaria,0.007735402960526316,-2.355,OK,0901000012112,010,2112,404,311,-2.4752,-2.2843,-2.3377,-2.3936,-2.4523,-2.2346,-2.2857,-2.3392,-2.3952,-2.454,-2.2013,-93.0,-23.0198,-2.3503,Disminución,Diferencia entre SIIEWeb (284) y Estadística 911 (301); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800040,09DES0021U,,,,JOVITA A. ELGUERO,Secundaria,Álvaro Obregón,-99.193045,19.394349,566,638,638,911,Secundaria,0.031687692460514554,-1.9139,OK,0901000010135,010,0135,859,695,-1.8626,-1.898,-1.9347,-1.8496,-2.0101,-1.9231,-1.8301,-1.9973,-1.9022,-1.8006,-1.9746,-164.0,-19.092,-1.9075,Disminución,Diferencia entre SIIEWeb (566) y Estadística 911 (638); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800041,09DPR1865X,09DPR1864Y,,,JUAN A. MATEOS,Primaria,Álvaro Obregón,-99.218828,19.371384,308,337,337,911,Primaria,0.008660567434210526,-2.355,OK,0901000010578,010,0578,452,348,-2.4336,-2.2676,-2.3202,-2.3753,-2.4331,-2.2444,-2.2959,-2.3499,-2.4064,-2.4658,-2.2472,-104.0,-23.0088,-2.3491,Disminución,Diferencia entre SIIEWeb (308) y Estadística 911 (337); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800042,09DJN0960D,,,,JUAN O'GORMAN,Preescolar,Álvaro Obregón,-99.24758,19.363668,133,173,173,911,Preescolar,0.019928579656721575,-3.5666,OK,0901000012080,010,2080,304,204,-3.6184,-3.413,-3.5336,-3.663,-3.4221,-3.5433,-3.6735,-3.3898,-3.9474,-3.1963,-3.7736,-100.0,-32.8947,-3.5615,Disminución,Diferencia entre SIIEWeb (133) y Estadística 911 (173); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800043,09DJN0664C,,,,LEON GUZMÁN,Preescolar,Álvaro Obregón,-99.213665,19.371839,62,64,64,911,Preescolar,0.007372422531966363,-3.5666,OK,0901000010578,010,0578,112,75,-3.5714,-2.7778,-3.8095,-3.9604,-3.0928,-4.2553,-3.3333,-3.4483,-3.5714,-3.7037,-3.8462,-37.0,-33.0357,-3.5799,Disminución,Diferencia entre SIIEWeb (62) y Estadística 911 (64); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800044,09DPR1900M,,,,LIC. EDUARDO FACHA GUTIERREZ,Primaria,Álvaro Obregón,-99.212334,19.358451,115,132,132,911,Primaria,0.0033922697368421054,-2.355,OK,0901000012184,010,2184,177,136,-2.2599,-2.3121,-2.3669,-2.4242,-2.4845,-1.9108,-2.5974,-2.6667,-2.0548,-2.0979,-2.8571,-41.0,-23.1638,-2.3669,Disminución,Diferencia entre SIIEWeb (115) y Estadística 911 (132); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800045,09DJN1327I,,,,LIC. LUIS DONALDO COLOSIO MURRIETA,Preescolar,Álvaro Obregón,-99.218521,19.382026,117,138,138,911,Preescolar,0.015896786084552472,-3.5666,OK,0901000011951,010,1951,243,163,-3.7037,-3.4188,-3.5398,-3.6697,-3.8095,-3.4653,-3.5897,-3.7234,-3.3149,-3.4286,-3.5503,-80.0,-32.9218,-3.565,Disminución,Diferencia entre SIIEWeb (117) y Estadística 911 (138); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800046,09DJN0115Z,,,,LUIS MORQUIO,Preescolar,Álvaro Obregón,-99.232556,19.34571,70,77,77,911,Preescolar,0.008869945858772032,-3.5666,OK,0901000011078,010,1078,135,91,-2.963,-3.8168,-3.9683,-3.3058,-3.4188,-3.5398,-3.6697,-3.8095,-2.9703,-4.0816,-3.1915,-44.0,-32.5926,-3.5221,Disminución,Diferencia entre SIIEWeb (70) y Estadística 911 (77); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800047,09DPR1816O,,,,MAESTRO LEOPOLDO GARCÍA VEYRAN,Primaria,Álvaro Obregón,-99.202991,19.393615,219,244,244,911,Primaria,0.006270559210526316,-2.355,OK,0901000010101,010,0101,327,252,-2.1407,-2.5,-2.2436,-2.2951,-2.349,-2.4055,-2.4648,-2.1661,-2.583,-2.2727,-2.3256,-75.0,-22.9358,-2.3406,Disminución,Diferencia entre SIIEWeb (219) y Estadística 911 (244); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800048,09DJN0548M,09DJN1158D,,,MANUEL CERVANTES IMAZ,Preescolar,Álvaro Obregón,-99.257255,19.328731,273,307,307,911,Preescolar,0.03536458933302615,-3.5666,OK,090100001167A,010,167A,540,362,-3.7037,-3.4615,-3.5857,-3.5124,-3.6403,-3.5556,-3.4562,-3.58,-3.7129,-3.599,-3.4667,-178.0,-32.963,-3.5704,Disminución,Diferencia entre SIIEWeb (273) y Estadística 911 (307); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800049,09DPR1810U,,,,MANUEL DOBLADO,Primaria,Álvaro Obregón,-99.210301,19.399345,169,173,173,911,Primaria,0.004445929276315789,-2.355,OK,0901000010031,010,0031,232,179,-2.1552,-2.6432,-2.2624,-2.3148,-2.3697,-2.4272,-2.4876,-2.0408,-2.6042,-2.139,-2.1858,-53.0,-22.8448,-2.3302,Disminución,Diferencia entre SIIEWeb (169) y Estadística 911 (173); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800050,09DJN0535I,09DJN0141X,,,MARGARITA ESTEVANE SALAS,Preescolar,Álvaro Obregón,-99.260752,19.324495,316,352,352,911,Preescolar,0.040548323925815,-3.5666,OK,090100001167A,010,167A,619,415,-3.5541,-3.6851,-3.4783,-3.6036,-3.5514,-3.4884,-3.6145,-3.5417,-3.6717,-3.5874,-3.4884,-204.0,-32.9564,-3.5695,Disminución,Diferencia entre SIIEWeb (316) y Estadística 911 (352); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800051,09DPR1812S,09DPR1815P,,,MARIA CARRARO VDA. DE AMBROSSI,Primaria,Álvaro Obregón,-99.228766,19.384068,499,547,547,911,Primaria,0.014057360197368422,-2.355,OK,0901000010351,010,0351,734,565,-2.3161,-2.371,-2.4286,-2.3426,-2.3988,-2.3041,-2.3585,-2.4155,-2.3102,-2.3649,-2.2491,-169.0,-23.0245,-2.3509,Disminución,Diferencia entre SIIEWeb (499) y Estadística 911 (547); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800052,09DPR1924W,,,,MELCHOR MUZQUIZ,Primaria,Álvaro Obregón,-99.191465,19.34274,355,347,355,SIIEWEB,Primaria,0.009123149671052632,-2.355,OK,0901000011203,010,1203,476,366,-2.3109,-2.3656,-2.4229,-2.2573,-2.3095,-2.3641,-2.4213,-2.2333,-2.5381,-2.3438,-2.4,-110.0,-23.1092,-2.3606,Disminución,Diferencia entre SIIEWeb (355) y Estadística 911 (347); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800053,09DJN0506N,,,,MONACO,Preescolar,Álvaro Obregón,-99.25313,19.359182,128,128,128,Iguales,Preescolar,0.014744845063932727,-3.5666,OK,0901000012324,010,2324,225,151,-3.5556,-3.6866,-3.3493,-3.4653,-3.5897,-3.7234,-3.8674,-3.4483,-3.5714,-3.0864,-3.8217,-74.0,-32.8889,-3.5607,Disminución,Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800054,09DPR1756Q,09DPR1755R,,,MTRO. CAYETANO RODRIGUEZ BELTRAN,Primaria,Álvaro Obregón,-99.208032,19.388331,251,285,285,911,Primaria,0.00732421875,-2.355,OK,0901000010262,010,0262,382,294,-2.356,-2.1448,-2.4658,-2.2472,-2.5862,-2.3599,-2.1148,-2.4691,-2.2152,-2.589,-2.3256,-88.0,-23.0366,-2.3523,Disminución,Diferencia entre SIIEWeb (251) y Estadística 911 (285); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800055,09DJN0236K,,,,PAULO FREIRE,Preescolar,Álvaro Obregón,-99.23357,19.370249,124,135,135,911,Preescolar,0.015551203778366548,-3.5666,OK,090100001053A,010,053A,237,159,-3.3755,-3.4934,-3.6199,-3.7559,-3.4146,-3.5354,-3.6649,-3.2609,-3.9326,-3.5088,-3.6364,-78.0,-32.9114,-3.5636,Disminución,Diferencia entre SIIEWeb (124) y Estadística 911 (135); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800056,09DPR1797Q,,,,PEDRO AGUIRRE DE LA BARRERA,Primaria,Álvaro Obregón,-99.218117,19.394533,94,105,105,911,Primaria,0.0026983963815789473,-2.355,OK,0901000012076,010,2076,141,108,-2.1277,-2.8986,-2.2388,-2.2901,-2.3438,-2.4,-2.459,-2.521,-1.7241,-2.6316,-2.7027,-33.0,-23.4043,-2.3948,Disminución,Diferencia entre SIIEWeb (94) y Estadística 911 (105); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800057,09DPR2299Z,,,,PROFR ADOLFO VELASQUEZ VILCHES,Primaria,Álvaro Obregón,-99.208378,19.391612,111,18,111,SIIEWEB,Primaria,0.0028525904605263158,-2.355,OK,0901000011792,010,1792,149,115,-2.6846,-2.069,-2.1127,-2.8777,-2.2222,-2.2727,-2.3256,-2.381,-2.439,-2.5,-1.7094,-34.0,-22.8188,-2.3272,Disminución,Diferencia entre SIIEWeb (111) y Estadística 911 (18); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800058,09DPR2217Z,,,,PROFR. JORGE CASAHONDA CASTILLO,Primaria,Álvaro Obregón,-99.189601,19.346072,321,317,321,SIIEWEB,Primaria,0.00824938322368421,-2.355,OK,0901000011203,010,1203,431,331,-2.5522,-2.1429,-2.4331,-2.4938,-2.3018,-2.356,-2.1448,-2.4658,-2.2472,-2.5862,-2.3599,-100.0,-23.2019,-2.3713,Disminución,Diferencia entre SIIEWeb (321) y Estadística 911 (317); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800059,09DPR1922Y,09DPR1563B,,,PROFR. ONOFRE MELENDEZ B.,Primaria,Álvaro Obregón,-99.269724,19.328724,368,381,381,911,Primaria,0.009791324013157895,-2.355,OK,0901000011345,010,1345,511,393,-2.3483,-2.4048,-2.2587,-2.3109,-2.3656,-2.4229,-2.2573,-2.5404,-2.3697,-2.1845,-2.4814,-118.0,-23.092,-2.3586,Disminución,Diferencia entre SIIEWeb (368) y Estadística 911 (381); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800060,09DES0039T,09DES4039U,,,RAMÓN DOMÍNGUEZ RAMÓN,Secundaria,Álvaro Obregón,-99.198948,19.36528,470,471,471,911,Secundaria,0.023393265123671403,-1.9139,OK,0901000010690,010,0690,635,513,-2.0472,-1.7685,-1.964,-2.0033,-1.8739,-1.9097,-1.9469,-1.8051,-2.0221,-1.8762,-1.912,-122.0,-19.2126,-1.9208,Disminución,Diferencia entre SIIEWeb (470) y Estadística 911 (471); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800061,09DPR2236O,09DPR2719T,,,REPÚBLICA DE CAMERUN,Primaria,Álvaro Obregón,-99.222244,19.377897,701,761,761,911,Primaria,0.019556949013157895,-2.355,OK,0901000011966,010,1966,1021,786,-2.3506,-2.4072,-2.3638,-2.3158,-2.3707,-2.3179,-2.3729,-2.3148,-2.3697,-2.4272,-2.2388,-235.0,-23.0167,-2.35,Disminución,Diferencia entre SIIEWeb (701) y Estadística 911 (761); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800062,09DJN0319T,09DJN0458U,,,REPÚBLICA DE KENIA,Preescolar,Álvaro Obregón,-99.272144,19.329449,295,339,339,911,Preescolar,0.03905080059900933,-3.5666,OK,0901000011345,010,1345,596,400,-3.5235,-3.6522,-3.6101,-3.5581,-3.4951,-3.6217,-3.5491,-3.4632,-3.5874,-3.7209,-3.3816,-196.0,-32.8859,-3.5603,Disminución,Diferencia entre SIIEWeb (295) y Estadística 911 (339); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800063,09DES0077W,,,,REPÚBLICA DE PANAMÁ,Secundaria,Álvaro Obregón,-99.241882,19.383401,561,578,578,911,Secundaria,0.028707658686798452,-1.9139,OK,0901000010296,010,0296,779,630,-1.9255,-1.9634,-1.8692,-1.9048,-1.9417,-1.9802,-1.8759,-1.9118,-1.949,-1.8349,-1.8692,-149.0,-19.1271,-1.9114,Disminución,Diferencia entre SIIEWeb (561) y Estadística 911 (578); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
